YearlyIncome,White,TotalIncome,TotalFirstHouseholdSize,TotalFirstHouseholdIncome,TotalEnrollments,TotalDependentsUnder18,MEDICAID,Hispanic,FoodStampsTotal,FirstShelterStayNightTotal,EverExperiencedDomesticViolence,EverExperiencedChronicHomeless,EarnedIncomeTotal,EarnedIncome,DomViolenceExp: Yes,DomViolenceExp: No,DomViolenceExp: Don't Know,ChildSupportTotal,BarriersSum,AGE
3600.0,0,300.0,3,300.0,1,1,1,0,300.0,58,0,0,0.0,0,0,0,1,0.0,0,20
2400.0,0,200.0,3,200.0,2,2,0,1,200.0,1,0,0,0.0,0,0,1,0,0.0,0,24
5964.0,1,0.0,4,497.0,4,2,0,0,0.0,20,0,1,0.0,0,0,0,1,0.0,0,30
9480.0,0,790.0,4,790.0,3,3,1,1,790.0,85,0,0,0.0,0,0,1,0,0.0,0,33
3960.0,0,330.0,2,330.0,1,1,1,1,330.0,43,0,0,0.0,0,0,1,0,0.0,1,28
6312.0,0,526.0,3,526.0,1,2,0,0,526.0,7,1,0,0.0,0,1,0,0,0.0,0,29
3000.0,1,250.0,5,250.0,2,3,0,0,250.0,48,1,1,0.0,0,0,0,1,0.0,1,39
4800.0,0,400.0,2,400.0,1,1,1,1,400.0,38,1,0,0.0,0,1,0,0,0.0,0,25
4800.0,0,0.0,4,400.0,1,2,1,0,0.0,100,0,1,0.0,0,0,0,1,0.0,1,22
9000.0,1,750.0,2,750.0,1,1,0,0,300.0,3,1,0,450.0,1,1,0,0,0.0,0,23
4788.0,1,399.0,2,399.0,1,1,1,0,0.0,25,1,0,0.0,0,1,0,0,399.0,1,22
4404.0,0,367.0,2,367.0,2,1,0,1,367.0,7,1,1,0.0,0,1,0,0,0.0,1,20
13320.0,1,1110.0,4,1110.0,1,2,0,0,560.0,47,0,0,550.0,1,0,1,0,0.0,1,39
3456.0,1,288.0,2,288.0,1,1,1,0,288.0,118,1,0,0.0,0,1,0,0,0.0,2,43
6312.0,0,526.0,3,526.0,4,2,1,1,526.0,42,1,1,0.0,0,0,1,0,0.0,0,22
4320.0,1,360.0,3,360.0,1,1,0,0,360.0,4,0,0,0.0,0,0,0,1,0.0,0,20
6804.0,0,367.0,3,567.0,2,1,1,0,367.0,37,0,0,0.0,0,0,1,0,0.0,0,25
0.0,0,0.0,3,0.0,2,1,0,1,0.0,29,1,0,0.0,0,0,0,1,0.0,1,27
12000.0,0,1000.0,6,1000.0,1,4,1,1,700.0,17,0,0,0.0,0,0,0,1,0.0,0,26
5904.0,1,492.0,3,492.0,1,2,0,0,492.0,32,0,0,0.0,0,0,0,1,0.0,0,44
8016.0,1,668.0,4,668.0,1,3,0,0,668.0,47,0,0,0.0,0,0,1,0,0.0,1,33
0.0,0,0.0,3,0.0,1,2,0,1,0.0,7,1,0,0.0,0,1,0,0,0.0,1,32
8160.0,0,680.0,2,680.0,7,1,0,1,380.0,39,1,1,300.0,1,1,0,0,0.0,1,26
10092.0,1,841.0,2,841.0,1,1,1,0,167.0,24,1,1,0.0,0,1,0,0,0.0,2,45
23112.0,1,1926.0,6,1926.0,1,5,1,0,846.0,68,1,0,0.0,0,1,0,0,0.0,1,43
18600.0,0,1550.0,3,1550.0,1,2,1,1,650.0,32,0,0,0.0,0,0,1,0,0.0,0,40
4620.0,1,385.0,2,385.0,2,1,1,0,385.0,86,1,0,0.0,0,0,1,0,0.0,0,34
6312.0,0,526.0,3,526.0,1,2,1,0,526.0,29,1,1,0.0,0,1,0,0,0.0,2,25
12600.0,0,1050.0,5,1050.0,3,3,1,0,525.0,36,1,0,0.0,0,0,1,0,0.0,0,24
6492.0,1,541.0,2,541.0,1,1,0,0,0.0,45,0,0,0.0,0,0,1,0,0.0,0,50
4320.0,0,360.0,2,360.0,1,1,0,0,360.0,28,1,0,0.0,0,1,0,0,0.0,0,23
9504.0,0,367.0,3,792.0,2,1,1,1,367.0,45,1,1,0.0,0,0,0,1,0.0,0,50
3840.0,0,320.0,3,320.0,1,1,1,1,320.0,108,0,0,0.0,0,0,1,0,0.0,0,42
0.0,0,0.0,6,0.0,1,5,0,1,0.0,79,1,0,0.0,0,1,0,0,0.0,2,37
4404.0,1,367.0,2,367.0,1,1,1,0,367.0,1,1,0,0.0,0,1,0,0,0.0,2,38
4416.0,1,368.0,2,368.0,1,1,1,0,368.0,143,0,0,0.0,0,0,1,0,0.0,0,54
8412.0,1,701.0,4,701.0,2,2,0,0,201.0,193,0,0,0.0,0,0,0,1,0.0,1,42
7668.0,1,639.0,4,639.0,1,2,1,0,639.0,320,1,1,0.0,0,0,0,1,0.0,0,56
11868.0,0,989.0,3,989.0,1,2,0,1,500.0,7,0,0,0.0,0,0,0,1,0.0,0,21
7860.0,1,655.0,3,655.0,2,1,0,0,367.0,13,0,0,0.0,0,0,1,0,0.0,0,20
12000.0,0,0.0,4,1000.0,2,2,0,0,0.0,6,1,0,0.0,0,0,0,1,0.0,0,32
4404.0,1,367.0,2,367.0,1,1,1,0,367.0,9,0,0,0.0,0,0,1,0,0.0,0,28
14556.0,1,1213.0,4,1213.0,1,2,1,0,630.0,6,0,0,0.0,0,0,1,0,0.0,1,43
8844.0,1,737.0,3,737.0,1,2,0,0,425.0,2,1,0,0.0,0,1,0,0,0.0,0,25
3336.0,1,278.0,2,278.0,1,1,1,0,278.0,6,1,0,0.0,0,1,0,0,0.0,0,24
3840.0,1,320.0,2,320.0,1,1,1,0,320.0,10,0,0,0.0,0,0,1,0,0.0,0,27
8748.0,1,729.0,2,729.0,1,1,1,0,330.0,101,0,0,0.0,0,0,1,0,0.0,2,33
7320.0,0,610.0,3,610.0,1,2,0,1,160.0,2,1,0,450.0,1,1,0,0,0.0,0,35
4560.0,1,380.0,3,380.0,2,1,1,0,380.0,7,1,1,0.0,0,0,0,1,0.0,0,32
3600.0,0,300.0,3,300.0,1,2,0,0,0.0,3,1,0,0.0,0,1,0,0,300.0,0,29
9516.0,1,793.0,6,793.0,1,4,0,0,793.0,10,0,0,0.0,0,0,0,1,0.0,1,34
16224.0,0,1352.0,9,1352.0,1,7,1,0,1352.0,23,0,0,0.0,0,0,1,0,0.0,1,33
4872.0,1,406.0,3,406.0,1,2,1,0,406.0,12,0,0,0.0,0,0,1,0,0.0,0,37
13740.0,0,1145.0,2,1145.0,7,1,1,0,275.0,12,1,1,870.0,1,1,0,0,0.0,0,36
2400.0,0,200.0,3,200.0,1,2,1,1,0.0,24,1,0,0.0,0,1,0,0,200.0,0,26
23580.0,1,1965.0,5,1965.0,1,8,0,0,381.0,221,0,0,0.0,0,0,1,0,0.0,0,38
13920.0,1,1060.0,3,1160.0,2,2,1,0,362.0,1,0,0,0.0,0,0,0,1,0.0,1,33
57588.0,1,4799.0,2,4799.0,1,1,0,0,0.0,3,0,0,399.0,1,0,1,0,0.0,0,35
12720.0,1,360.0,3,1060.0,1,1,1,0,360.0,32,1,0,0.0,0,1,0,0,0.0,0,44
2400.0,1,200.0,4,200.0,1,3,0,0,0.0,1,1,0,200.0,1,1,0,0,0.0,0,34
0.0,1,0.0,2,0.0,1,1,1,0,0.0,66,1,0,0.0,0,1,0,0,0.0,0,24
8760.0,0,730.0,3,730.0,1,2,1,0,200.0,54,0,0,0.0,0,0,0,1,0.0,1,22
11112.0,1,926.0,2,926.0,1,1,1,0,526.0,7,1,0,400.0,1,1,0,0,0.0,1,29
27300.0,0,530.0,3,2275.0,6,1,1,0,530.0,113,1,0,0.0,0,0,1,0,0.0,0,22
15600.0,1,1300.0,5,1300.0,1,3,1,0,600.0,156,1,0,700.0,1,1,0,0,0.0,1,27
14124.0,1,1177.0,3,1177.0,1,1,1,0,585.0,54,0,0,0.0,0,0,0,1,0.0,0,23
17940.0,0,805.0,2,1495.0,2,1,1,0,805.0,32,1,0,0.0,0,0,1,0,0.0,0,33
6912.0,1,526.0,3,576.0,2,1,1,0,526.0,77,1,0,0.0,0,0,0,1,0.0,0,22
11952.0,1,996.0,5,996.0,1,4,1,0,650.0,71,0,0,0.0,0,0,1,0,0.0,0,31
4800.0,0,400.0,4,400.0,1,3,1,0,400.0,14,1,0,0.0,0,1,0,0,0.0,1,24
960.0,0,80.0,3,80.0,5,2,0,1,0.0,52,1,1,0.0,0,1,0,0,0.0,0,35
2112.0,0,176.0,6,176.0,2,5,1,0,0.0,57,0,0,176.0,1,0,1,0,0.0,0,23
6240.0,0,520.0,3,520.0,2,2,1,0,520.0,89,0,0,0.0,0,0,1,0,0.0,0,43
9528.0,1,794.0,3,794.0,1,2,1,0,397.0,30,1,0,397.0,1,1,0,0,0.0,0,51
6924.0,1,577.0,3,577.0,2,1,0,0,527.0,44,1,0,0.0,0,0,0,1,50.0,2,36
7800.0,0,650.0,5,650.0,1,3,0,1,650.0,7,0,0,0.0,0,0,1,0,0.0,0,36
12420.0,0,1035.0,2,1035.0,3,1,1,1,535.0,124,0,0,500.0,1,0,1,0,0.0,0,27
4320.0,0,360.0,2,360.0,1,1,1,0,360.0,4,0,0,0.0,0,0,0,1,0.0,0,31
1428.0,1,119.0,2,119.0,1,1,1,0,0.0,121,1,0,119.0,1,1,0,0,0.0,1,30
7200.0,0,600.0,4,600.0,1,3,1,1,600.0,24,0,0,0.0,0,0,1,0,0.0,1,31
0.0,1,0.0,3,0.0,1,2,0,0,0.0,1,1,0,0.0,0,1,0,0,0.0,0,27
8016.0,0,668.0,3,668.0,4,2,1,1,668.0,27,0,0,0.0,0,0,1,0,0.0,0,40
6720.0,0,560.0,2,560.0,1,1,0,0,360.0,5,0,0,0.0,0,0,1,0,200.0,0,25
7056.0,0,588.0,4,588.0,6,3,1,0,568.0,18,1,0,0.0,0,1,0,0,20.0,0,27
15576.0,1,1049.0,3,1298.0,1,1,0,0,249.0,94,0,0,800.0,1,0,0,1,0.0,2,46
12432.0,0,338.0,2,1036.0,2,1,1,1,50.0,28,0,0,0.0,0,0,1,0,0.0,2,40
11892.0,0,991.0,3,991.0,1,2,0,0,0.0,1,1,0,0.0,0,1,0,0,591.0,1,30
5520.0,1,460.0,2,460.0,1,1,1,0,460.0,2,0,0,0.0,0,0,1,0,0.0,0,38
8256.0,0,688.0,3,688.0,1,2,1,0,688.0,17,0,0,0.0,0,0,1,0,0.0,0,44
17016.0,0,1418.0,5,1418.0,3,4,1,1,720.0,37,1,0,0.0,0,1,0,0,0.0,1,37
2400.0,0,0.0,3,200.0,6,1,0,1,0.0,70,1,1,0.0,0,1,0,0,0.0,2,22
0.0,0,0.0,5,0.0,2,4,0,1,0.0,28,1,0,0.0,0,1,0,0,0.0,2,31
6276.0,1,523.0,3,523.0,1,2,0,0,523.0,53,1,0,0.0,0,1,0,0,0.0,0,33
29004.0,0,1600.0,3,2417.0,2,2,0,0,0.0,57,1,0,0.0,0,1,0,0,0.0,0,50
7200.0,0,600.0,3,600.0,3,2,0,0,0.0,49,0,0,600.0,1,0,1,0,0.0,0,24
20724.0,0,527.0,3,1727.0,1,1,1,0,527.0,2,0,0,0.0,0,0,1,0,0.0,0,25
7920.0,0,660.0,4,660.0,1,3,0,0,660.0,20,1,0,0.0,0,1,0,0,0.0,0,23
1200.0,0,100.0,5,100.0,2,4,0,1,0.0,34,1,0,100.0,1,1,0,0,0.0,2,28
7800.0,1,650.0,3,650.0,1,2,1,0,650.0,90,1,0,0.0,0,1,0,0,0.0,0,27
10800.0,1,900.0,2,900.0,1,1,0,0,0.0,4,1,0,900.0,1,1,0,0,0.0,0,26
9600.0,1,800.0,3,800.0,2,2,1,0,400.0,1,1,0,0.0,0,1,0,0,400.0,0,23
18312.0,1,526.0,4,1526.0,2,2,1,0,526.0,3,0,1,0.0,0,0,0,1,0.0,0,24
8280.0,0,690.0,3,690.0,1,2,1,1,291.0,2,1,0,0.0,0,1,0,0,0.0,0,28
14436.0,1,505.0,4,1203.0,1,2,1,0,505.0,1,0,0,0.0,0,0,0,1,0.0,1,42
4404.0,1,367.0,2,367.0,1,1,1,0,367.0,44,1,0,0.0,0,1,0,0,0.0,0,23
6600.0,1,550.0,3,550.0,2,1,0,0,200.0,4,0,0,0.0,0,0,1,0,0.0,1,22
16476.0,1,567.0,4,1373.0,1,3,0,0,0.0,2,1,0,0.0,0,1,0,0,164.0,0,36
6312.0,0,526.0,4,526.0,1,3,0,0,526.0,1,1,0,0.0,0,1,0,0,0.0,2,36
4380.0,1,365.0,2,365.0,1,1,1,0,365.0,1,0,0,0.0,0,0,1,0,0.0,0,25
4800.0,0,400.0,2,400.0,1,1,0,0,0.0,5,1,0,0.0,0,1,0,0,0.0,0,24
1500.0,0,125.0,3,125.0,3,1,0,0,0.0,1,0,0,125.0,1,0,0,1,0.0,0,41
0.0,1,0.0,2,0.0,2,1,0,0,0.0,47,0,0,0.0,0,0,1,0,0.0,1,26
19200.0,0,1600.0,4,1600.0,1,3,1,1,100.0,87,0,0,1500.0,1,0,1,0,0.0,0,24
15840.0,1,770.0,5,1320.0,4,3,1,0,770.0,88,1,1,0.0,0,0,0,1,0.0,2,27
6000.0,0,0.0,3,500.0,3,1,0,1,0.0,11,1,0,0.0,0,0,0,1,0.0,1,26
4404.0,1,367.0,3,367.0,1,1,0,0,367.0,2,0,0,0.0,0,0,0,1,0.0,0,19
16800.0,0,1400.0,3,1400.0,7,2,1,0,400.0,25,1,1,1000.0,1,1,0,0,0.0,0,20
0.0,1,0.0,3,0.0,1,1,0,0,0.0,7,0,0,0.0,0,0,0,1,0.0,0,30
0.0,1,0.0,4,0.0,1,2,0,0,0.0,2,0,0,0.0,0,0,1,0,0.0,1,26
2400.0,0,200.0,3,200.0,1,1,0,0,0.0,31,0,0,200.0,1,0,0,1,0.0,0,21
4800.0,1,400.0,2,400.0,1,1,0,0,0.0,153,1,0,400.0,1,1,0,0,0.0,1,51
6312.0,1,526.0,3,526.0,1,1,0,0,526.0,20,1,0,0.0,0,1,0,0,0.0,2,27
4344.0,1,362.0,2,362.0,1,1,1,0,362.0,11,0,0,0.0,0,0,1,0,0.0,1,38
6420.0,1,535.0,2,535.0,1,1,0,0,535.0,6,0,0,0.0,0,0,1,0,0.0,1,28
6324.0,0,527.0,3,527.0,1,2,1,0,527.0,6,1,0,0.0,0,1,0,0,0.0,0,26
9072.0,0,586.0,3,756.0,1,1,0,0,286.0,93,0,0,300.0,1,0,0,1,0.0,0,25
12996.0,1,1083.0,3,1083.0,1,1,1,0,83.0,21,0,0,1000.0,1,0,0,1,0.0,1,22
0.0,1,0.0,3,0.0,1,2,1,0,0.0,19,0,1,0.0,0,0,0,1,0.0,0,22
2172.6,1,181.05,2,181.05,1,1,0,0,0.0,1,1,0,0.0,0,1,0,0,0.0,2,25
0.0,0,0.0,5,0.0,2,4,0,1,0.0,55,1,0,0.0,0,1,0,0,0.0,1,31
9528.0,1,794.0,5,794.0,2,3,1,0,794.0,85,1,0,0.0,0,0,1,0,0.0,0,24
2400.0,0,200.0,3,200.0,2,2,1,0,200.0,76,1,0,0.0,0,1,0,0,0.0,2,21
0.0,0,0.0,2,0.0,1,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0,29
10488.0,1,874.0,2,874.0,3,1,0,0,274.0,265,1,1,400.0,1,1,0,0,200.0,0,28
4380.0,0,365.0,2,365.0,1,1,1,0,365.0,2,1,0,0.0,0,1,0,0,0.0,0,33
6288.0,0,524.0,8,524.0,3,7,1,1,524.0,215,1,0,0.0,0,0,1,0,0.0,0,28
12840.0,0,1070.0,2,1070.0,2,1,0,1,360.0,6,1,0,0.0,0,1,0,0,0.0,1,37
7236.0,1,603.0,4,603.0,1,3,0,0,603.0,1,0,0,0.0,0,0,1,0,0.0,1,29
4800.0,0,200.0,3,400.0,3,1,1,1,200.0,4,1,0,0.0,0,0,0,1,0.0,2,28
9432.0,1,726.0,4,786.0,1,2,0,0,526.0,35,0,0,0.0,0,0,0,1,200.0,0,34
14868.0,1,1239.0,3,1239.0,1,2,0,0,439.0,2,0,0,800.0,1,0,1,0,0.0,0,24
12600.0,0,1050.0,2,1050.0,1,1,0,0,352.0,74,0,0,0.0,0,0,1,0,0.0,1,51
3936.0,0,328.0,4,328.0,1,2,1,1,328.0,40,0,0,0.0,0,0,1,0,0.0,0,36
6000.0,1,500.0,4,500.0,1,2,1,0,500.0,28,0,0,0.0,0,0,1,0,0.0,1,50
9216.0,0,768.0,4,768.0,6,2,1,1,568.0,56,0,0,0.0,0,0,0,1,0.0,0,35
7464.0,0,622.0,3,622.0,1,2,1,0,435.0,21,1,0,0.0,0,1,0,0,187.0,1,27
12000.0,0,500.0,5,1000.0,1,4,0,1,500.0,2,1,0,0.0,0,1,0,0,0.0,0,31
4032.0,1,336.0,2,336.0,1,1,0,0,336.0,11,1,0,0.0,0,1,0,0,0.0,0,29
9024.0,1,752.0,7,752.0,2,5,1,0,752.0,1,0,0,0.0,0,0,0,1,0.0,0,31
4560.0,0,380.0,5,380.0,1,4,0,1,380.0,1,1,0,0.0,0,1,0,0,0.0,0,33
12156.0,0,663.0,5,1013.0,1,3,1,1,663.0,18,0,0,0.0,0,0,0,1,0.0,0,25
18816.0,1,698.0,4,1568.0,1,2,1,0,300.0,52,0,0,0.0,0,0,0,1,0.0,0,23
7800.0,0,650.0,2,650.0,2,2,1,0,200.0,225,0,0,450.0,1,0,1,0,0.0,1,22
4200.0,0,350.0,4,350.0,5,2,0,1,0.0,2,0,0,350.0,1,0,1,0,0.0,0,38
22800.0,1,1900.0,2,1900.0,1,1,0,0,0.0,6,0,0,1900.0,1,0,1,0,0.0,0,28
7200.0,1,0.0,5,600.0,1,3,0,0,0.0,124,1,0,0.0,0,1,0,0,0.0,2,35
0.0,1,0.0,2,0.0,1,1,1,0,0.0,1,0,0,0.0,0,0,1,0,0.0,1,33
0.0,0,0.0,2,0.0,1,1,0,1,0.0,72,0,0,0.0,0,0,0,1,0.0,1,29
10692.0,0,891.0,4,891.0,1,2,0,1,375.0,4,0,0,0.0,0,0,0,1,0.0,0,39
0.0,0,0.0,2,0.0,1,1,0,1,0.0,115,1,0,0.0,0,0,1,0,0.0,0,20
23616.0,0,604.0,6,1968.0,1,5,0,0,604.0,77,1,0,0.0,0,1,0,0,0.0,0,35
2400.0,0,200.0,2,200.0,1,1,0,1,200.0,7,1,0,0.0,0,1,0,0,0.0,1,29
45600.0,0,1800.0,3,3800.0,1,1,1,1,0.0,6,1,0,0.0,0,1,0,0,0.0,0,36
13800.0,1,1150.0,3,1150.0,1,2,0,0,500.0,56,1,0,550.0,1,1,0,0,100.0,1,26
54000.0,1,500.0,3,4500.0,1,1,0,0,0.0,2,0,0,500.0,1,0,1,0,0.0,0,20
0.0,0,0.0,3,0.0,1,2,0,0,0.0,34,1,0,0.0,0,0,1,0,0.0,0,29
10560.0,1,880.0,4,880.0,2,3,0,0,600.0,10,1,0,0.0,0,1,0,0,280.0,0,25
6000.0,1,500.0,3,500.0,1,2,0,0,0.0,171,1,0,500.0,1,0,0,1,0.0,0,46
11016.0,1,0.0,4,918.0,1,2,1,0,0.0,2,1,0,0.0,0,1,0,0,0.0,2,28
29400.0,0,1094.0,6,2450.0,1,5,1,0,544.0,1,1,0,0.0,0,1,0,0,0.0,2,33
38028.0,0,1769.0,4,3169.0,1,3,0,1,669.0,57,1,0,800.0,1,1,0,0,0.0,0,28
0.0,0,0.0,2,0.0,1,1,0,1,0.0,4,1,0,0.0,0,1,0,0,0.0,2,41
11880.0,1,990.0,2,990.0,2,1,1,0,340.0,1,1,0,0.0,0,1,0,0,650.0,2,33
10812.0,1,203.0,2,901.0,1,1,0,0,203.0,123,1,0,0.0,0,1,0,0,0.0,0,55
0.0,1,0.0,2,0.0,1,1,0,0,0.0,46,1,0,0.0,0,1,0,0,0.0,0,21
5616.0,1,468.0,3,468.0,1,1,1,0,468.0,10,0,0,0.0,0,0,0,1,0.0,2,30
38196.0,0,1450.0,5,3183.0,1,3,0,1,350.0,2,1,0,1100.0,1,0,0,1,0.0,0,32
13320.0,0,1110.0,4,1110.0,1,2,1,1,460.0,4,0,0,0.0,0,0,1,0,650.0,2,26
0.0,0,0.0,3,0.0,2,2,0,1,0.0,30,0,0,0.0,0,0,1,0,0.0,0,29
21492.0,1,1091.0,3,1791.0,1,1,0,0,223.0,1,0,0,469.0,1,0,1,0,0.0,1,47
38976.0,1,748.0,4,3248.0,2,2,1,0,350.0,46,1,0,0.0,0,0,0,1,0.0,0,45
6312.0,1,526.0,2,526.0,1,1,1,0,366.0,1,1,0,0.0,0,1,0,0,0.0,0,22
7416.0,1,618.0,5,618.0,1,4,0,0,618.0,57,1,0,0.0,0,1,0,0,0.0,1,40
10788.0,1,899.0,5,899.0,2,3,0,0,700.0,5,0,0,0.0,0,0,1,0,199.0,0,41
4800.0,0,400.0,2,400.0,2,1,0,0,0.0,70,1,0,400.0,1,0,0,1,0.0,0,22
11952.0,0,996.0,3,996.0,1,1,0,0,298.0,1,0,0,0.0,0,0,0,1,0.0,0,40
12768.0,1,264.0,3,1064.0,1,1,1,0,264.0,1,0,0,0.0,0,0,0,1,0.0,0,27
16380.0,0,669.0,5,1365.0,1,3,1,0,669.0,96,1,0,0.0,0,1,0,0,0.0,0,24
11988.0,1,999.0,4,999.0,1,3,1,0,499.0,2,0,0,0.0,0,0,1,0,0.0,1,28
9000.0,0,200.0,4,750.0,2,2,0,1,0.0,27,0,0,200.0,1,0,0,1,0.0,1,24
12636.0,0,1053.0,4,1053.0,5,3,0,1,355.0,23,1,1,0.0,0,0,1,0,0.0,0,25
15156.0,1,1263.0,5,1263.0,1,8,1,0,338.0,239,1,0,0.0,0,1,0,0,225.0,1,38
7920.0,0,660.0,5,660.0,3,4,1,0,660.0,8,1,0,0.0,0,1,0,0,0.0,1,27
0.0,0,0.0,2,0.0,1,1,0,1,0.0,14,0,0,0.0,0,0,1,0,0.0,0,25
11700.0,0,180.0,2,975.0,2,1,0,0,0.0,35,1,0,0.0,0,1,0,0,180.0,0,33
13906.8,0,732.0,5,1158.9,1,3,1,0,732.0,39,0,0,0.0,0,0,0,1,0.0,2,32
20004.0,0,1667.0,4,1667.0,1,3,1,0,667.0,52,0,0,0.0,0,0,1,0,0.0,0,45
8016.0,0,668.0,5,668.0,1,3,0,0,668.0,7,0,0,0.0,0,0,1,0,0.0,0,34
6288.0,1,524.0,4,524.0,2,4,1,0,224.0,74,0,0,300.0,1,0,1,0,0.0,0,22
7704.0,1,642.0,2,642.0,1,1,0,0,642.0,4,0,0,0.0,0,0,1,0,0.0,1,43
12999.96,0,1083.33,2,1083.33,1,1,0,1,0.0,4,1,0,1083.33,1,1,0,0,0.0,1,33
8640.0,0,720.0,2,720.0,1,1,0,1,0.0,53,0,0,720.0,1,0,1,0,0.0,0,40
8088.0,0,674.0,3,674.0,2,2,1,1,367.0,2,1,0,0.0,0,1,0,0,307.0,0,37
8340.0,1,695.0,2,695.0,1,1,0,0,0.0,6,0,0,0.0,0,0,1,0,0.0,0,31
0.0,0,0.0,2,0.0,1,1,0,0,0.0,54,1,0,0.0,0,1,0,0,0.0,0,50
19020.0,1,385.0,5,1585.0,1,3,1,0,385.0,80,0,0,0.0,0,0,0,1,0.0,2,27
14024.04,1,952.0,4,1168.67,2,2,1,0,454.0,10,0,0,0.0,0,0,0,1,0.0,2,34
8100.0,1,675.0,3,675.0,1,2,0,0,205.0,3,1,0,470.0,1,0,1,0,0.0,0,31
0.0,0,0.0,5,0.0,1,4,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0,54
48000.0,1,660.0,4,4000.0,3,4,0,0,660.0,94,0,0,0.0,0,0,0,1,0.0,0,28
6000.0,0,0.0,4,500.0,1,2,0,0,0.0,93,0,0,0.0,0,0,0,1,0.0,0,38
23988.0,1,698.0,6,1999.0,1,4,1,0,0.0,53,0,0,0.0,0,0,0,1,0.0,0,37
4800.0,1,400.0,2,400.0,6,1,1,0,0.0,1,1,1,400.0,1,1,0,0,0.0,1,21
2400.0,0,200.0,5,200.0,2,4,0,1,200.0,81,1,0,0.0,0,1,0,0,0.0,1,33
0.0,0,0.0,3,0.0,1,1,0,0,0.0,41,0,0,0.0,0,0,0,1,0.0,0,33
10800.0,1,900.0,2,900.0,1,1,0,0,10.0,12,1,0,0.0,0,1,0,0,0.0,1,50
18000.0,0,1500.0,2,1500.0,1,1,0,0,0.0,16,1,0,1500.0,1,1,0,0,0.0,1,21
6936.0,0,578.0,4,578.0,1,3,1,0,418.0,2,1,0,0.0,0,1,0,0,0.0,1,38
11292.0,1,941.0,3,941.0,1,2,0,0,0.0,3,1,0,0.0,0,1,0,0,0.0,2,39
5880.0,1,490.0,3,490.0,3,2,1,0,490.0,5,1,1,0.0,0,1,0,0,0.0,2,27
4320.0,0,360.0,2,360.0,2,1,1,0,360.0,59,1,1,0.0,0,0,1,0,0.0,1,31
7200.0,1,600.0,2,600.0,1,1,0,0,0.0,49,1,0,600.0,1,1,0,0,0.0,0,28
7338.12,0,611.51,3,611.51,1,2,1,0,102.0,2,1,0,325.51,1,1,0,0,184.0,1,27
2400.0,1,200.0,2,200.0,3,1,1,0,0.0,41,0,1,0.0,0,0,1,0,200.0,0,31
11280.0,1,940.0,3,940.0,1,2,0,0,0.0,8,1,0,940.0,1,1,0,0,0.0,0,27
5472.0,1,456.0,3,456.0,1,1,0,0,153.0,127,1,0,0.0,0,1,0,0,0.0,2,35
11424.0,0,526.0,4,952.0,1,2,0,0,526.0,4,1,0,0.0,0,1,0,0,0.0,0,40
16800.0,0,300.0,3,1400.0,1,1,0,1,300.0,1,0,0,0.0,0,0,0,1,0.0,0,25
23520.0,1,230.0,3,1960.0,1,1,1,0,230.0,1,0,0,0.0,0,0,0,1,0.0,0,32
2076.0,0,173.0,2,173.0,1,1,1,0,173.0,10,1,0,0.0,0,1,0,0,0.0,0,55
4404.0,0,367.0,2,367.0,3,1,1,0,367.0,46,1,0,0.0,0,1,0,0,0.0,1,27
7128.0,0,242.0,3,594.0,2,1,1,0,242.0,53,1,0,0.0,0,0,0,1,0.0,0,35
7908.0,0,659.0,2,659.0,1,1,1,0,260.0,2,1,0,0.0,0,1,0,0,0.0,0,37
6804.0,0,367.0,3,567.0,3,1,1,0,367.0,28,0,0,0.0,0,0,1,0,0.0,2,22
0.0,0,0.0,2,0.0,1,1,1,0,0.0,63,0,0,0.0,0,0,1,0,0.0,0,27
0.0,0,0.0,7,0.0,1,5,0,1,0.0,72,1,0,0.0,0,1,0,0,0.0,0,30
0.0,1,0.0,3,0.0,1,1,0,0,0.0,17,0,0,0.0,0,0,1,0,0.0,2,39
16776.0,1,700.0,5,1398.0,1,3,1,0,700.0,53,0,0,0.0,0,0,0,1,0.0,0,26
0.0,0,0.0,9,0.0,1,7,0,0,0.0,63,0,0,0.0,0,0,0,1,0.0,0,30
9864.0,1,822.0,4,822.0,1,3,0,0,626.0,14,1,0,196.0,1,1,0,0,0.0,1,25
8160.0,1,526.0,4,680.0,3,2,0,0,526.0,99,1,1,0.0,0,0,0,1,0.0,1,42
7800.0,0,0.0,4,650.0,2,2,1,0,0.0,146,0,0,0.0,0,0,0,1,0.0,0,25
0.0,1,0.0,2,0.0,2,1,0,0,0.0,2,1,0,0.0,0,1,0,0,0.0,0,20
4404.0,0,367.0,3,367.0,3,1,1,1,367.0,1,0,1,0.0,0,0,0,1,0.0,0,20
11304.0,1,248.0,3,942.0,1,1,0,0,248.0,11,0,0,0.0,0,0,0,1,0.0,2,23
2400.0,1,200.0,3,200.0,1,1,1,0,200.0,44,1,0,0.0,0,0,0,1,0.0,2,21
16464.0,1,674.0,4,1372.0,1,2,0,0,674.0,41,0,0,0.0,0,0,1,0,0.0,0,28
19200.0,1,1600.0,2,1600.0,1,1,0,0,0.0,2,1,0,1600.0,1,1,0,0,0.0,2,20
2880.0,1,240.0,4,240.0,1,2,1,0,240.0,140,1,1,0.0,0,0,0,1,0.0,2,21
